,94622,94999,95225,95608,95644,95650,intron_2_16,96419,96439,96457,96579,96698,97016
94622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95608,0.0,0.0,0.0,0.0,0.0,0.3735283130554931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intron_2_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96579,0.0,0.0,0.0,0.0,0.4844402413698326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6159210471648334
96698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342606040578151,0.0,0.0
97016,-0.4428743584068439,0.4512948031045289,0.3273401890637262,0.6265332332866035,0.0,0.0,0.0,0.0,-0.7088309748374676,-0.612874488059189,0.0,0.0,0.0
