,94622,94999,95225,95608,95644,95650,intron_2_16,96419,96439,96457,96579,96698,97016
94622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223292861786032,-0.6565612127845771,0.0,0.0,0.0
94999,-0.6262982039967698,0.0,1.5596357713989675,0.0,0.0,0.8282740038945586,-1.7759259661820874,0.0,0.9374287148842667,-1.165496575411517,0.6198938478941518,0.0,6.0669035670923614
95225,-1.3921757068420506,0.0,0.0,0.0,-2.1502940500736183,-0.6285993884624222,-2.787914609575624,0.0,-0.9168792274009766,-1.1508543135774776,-1.4378025831825794,0.0,-0.5083389288631286
95608,-0.8465226839424083,1.3813176835150183,0.0,0.0,0.563428241086368,0.584256527511207,0.0,0.0,-0.7804960184715143,-1.4872046380461028,-1.0927288952180738,0.0,0.6349864459472925
95644,-0.46678507113728673,0.0,0.0,0.0,0.0,1.5206561028123333,-1.4776896151759056,0.0,-1.3131674950657453,0.3348009841374199,2.9409420670807016,0.0,-3.1816988316557553
95650,-1.1865199994015274,0.0,0.0,0.0,0.0,0.0,-0.3528443615479444,0.0,-0.6013329576013333,-1.497891460631684,-1.4445033372112857,0.0,0.0
intron_2_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9287267519550829,1.387180826547111,0.0,0.0,0.0
96419,0.0,3.256117998108894,-2.2799370552839697,1.2905349394207184,1.1443917942412272,0.0,-0.7383655780406373,0.0,-1.1438690399838447,0.6946366645703335,1.1114079525379985,1.733465386804793,-4.318521444860263
96439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3396006252007846,0.0,0.0,0.0,0.0
96579,0.6144245092301799,0.0,0.0,0.0,0.0,0.0,2.6606103170763697,0.0,0.0,-0.7747430536031801,0.0,0.0,2.175627139139997
96698,1.6217852087012314,-1.4535872783477382,3.14630675418512,2.5090009109869578,3.2522952052861847,1.2756640065421414,2.310440385874254,0.0,0.3914433625859819,0.0,4.171149075189157,0.0,5.167237293894042
97016,-0.3928822726670667,0.0,0.0,0.0,0.0,0.0,1.0726903501025424,0.0,-2.418656805414123,-0.3111234058247283,0.0,0.0,0.0
